=== SCPN Fusion Core — Neural Transport Training (QLKNN-10D) ===
Data:    data/qlknn10d_processed
Output:  weights/neural_transport_qlknn.npz
Arch:    auto -> 512 -> 256 -> 128 -> 3
Epochs:  1000
LR:      0.0003
Batch:   8192

Data is GB-normalized (raw gyro-Bohm fluxes, no chi_gb multiplication)
Added derived features: ITG excess, TEM excess -> 12D input

Data loaded: train=(8999959, 12), val=(499997, 12), test=(499999, 12)
Y ranges: chi_e=[0.00, 498.56], chi_i=[0.00, 1058.84], D_e=[0.00, 88.38]

Training on GB-normalized targets (loss in GB space, eval in physical space)
Y train ranges: [0.000, 498.563], [0.000, 1058.839], [0.000, 88.383]

--- Training ---
JAX backend: GPU (cuda:0)
  Output scale (P90): [43.0489933  72.51943665  7.25205994]
  Output bias init: [-1.85643334 -2.03539171 -2.41128238] (target mean: [6.24915201 8.90352912 0.62297083])
  Epoch    0/1000 | train_loss=170.8147 | val_loss=116.5850 | rel_l2=0.4868 | best=0.4868 | lr=3.00e-05 | pat=0/200 | 20s
  Epoch   41/1000 | train_loss=46.4965 | val_loss=49.0346 | rel_l2=0.3139 | best=0.3099 | lr=2.99e-04 | pat=1/200 | 571s
  Epoch   42/1000 | train_loss=46.3884 | val_loss=49.1528 | rel_l2=0.3179 | best=0.3099 | lr=2.99e-04 | pat=2/200 | 584s
  Epoch   43/1000 | train_loss=46.4035 | val_loss=48.0466 | rel_l2=0.3109 | best=0.3099 | lr=2.99e-04 | pat=3/200 | 598s
  Epoch   44/1000 | train_loss=46.2567 | val_loss=48.4181 | rel_l2=0.3156 | best=0.3099 | lr=2.99e-04 | pat=4/200 | 611s
  Epoch   45/1000 | train_loss=46.2046 | val_loss=49.6738 | rel_l2=0.3144 | best=0.3099 | lr=2.99e-04 | pat=5/200 | 624s
  Epoch   46/1000 | train_loss=46.1707 | val_loss=48.9266 | rel_l2=0.3175 | best=0.3099 | lr=2.99e-04 | pat=6/200 | 638s
  Epoch   47/1000 | train_loss=46.0706 | val_loss=49.1408 | rel_l2=0.3149 | best=0.3099 | lr=2.99e-04 | pat=7/200 | 651s
  Epoch   48/1000 | train_loss=46.0584 | val_loss=48.6095 | rel_l2=0.3132 | best=0.3099 | lr=2.99e-04 | pat=8/200 | 665s
  Epoch   49/1000 | train_loss=46.0076 | val_loss=48.7845 | rel_l2=0.3150 | best=0.3099 | lr=2.99e-04 | pat=9/200 | 678s
  Epoch   50/1000 | train_loss=45.9227 | val_loss=49.0956 | rel_l2=0.3146 | best=0.3099 | lr=2.99e-04 | pat=10/200 | 691s
  Epoch   51/1000 | train_loss=45.8833 | val_loss=48.4903 | rel_l2=0.3135 | best=0.3099 | lr=2.99e-04 | pat=11/200 | 705s
  Epoch   52/1000 | train_loss=45.8121 | val_loss=49.0994 | rel_l2=0.3112 | best=0.3099 | lr=2.99e-04 | pat=12/200 | 718s
  Epoch   53/1000 | train_loss=45.8157 | val_loss=48.9748 | rel_l2=0.3130 | best=0.3099 | lr=2.99e-04 | pat=13/200 | 732s
  Epoch   54/1000 | train_loss=45.7160 | val_loss=47.9079 | rel_l2=0.3107 | best=0.3099 | lr=2.99e-04 | pat=14/200 | 745s
  Epoch   55/1000 | train_loss=45.6873 | val_loss=48.9143 | rel_l2=0.3137 | best=0.3099 | lr=2.98e-04 | pat=15/200 | 759s
  Epoch   56/1000 | train_loss=45.5792 | val_loss=49.0905 | rel_l2=0.3116 | best=0.3099 | lr=2.98e-04 | pat=16/200 | 772s
  Epoch   57/1000 | train_loss=45.5405 | val_loss=48.5412 | rel_l2=0.3124 | best=0.3099 | lr=2.98e-04 | pat=17/200 | 786s
  Epoch   58/1000 | train_loss=45.4749 | val_loss=49.2967 | rel_l2=0.3132 | best=0.3099 | lr=2.98e-04 | pat=18/200 | 799s
  Epoch   59/1000 | train_loss=45.4381 | val_loss=49.3704 | rel_l2=0.3116 | best=0.3099 | lr=2.98e-04 | pat=19/200 | 813s
